"","BGN_DATE","END_DATE","COUNTYNAME","STATE","EVTYPE","F","MAG","FATALITIES","INJURIES","LATITUDE","LONGITUDE","LATITUDE_E","LONGITUDE_","Year","Bgn.Time","End.Time","Damage","CropDamage"
"50",1998-04-15,1998-04-15,"PERRY","MO","TORNADO",0,0,0,0,37.75,89.7166666666667,3745,8943,1998,7.83333333333333,7.83333333333333,0,0
"51",1998-04-15,1998-04-15,"CAPE GIRARDEAU","MO","TORNADO",0,0,0,0,37.5,89.65,3730,8939,1998,10.7166666666667,10.7333333333333,10000,0
"52",1998-05-21,1998-05-21,"CAMDEN","MO","TORNADO",0,0,0,0,38.1333333333333,92.8333333333333,3808,9249,1998,3.66666666666667,3.66666666666667,30000,0
"53",1998-05-23,1998-05-23,"ST. CHARLES","MO","TORNADO",1,0,0,1,38.75,90.5833333333333,3845,9035,1998,4.9,4.98333333333333,0,0
"54",1998-06-14,1998-06-14,"MACON","MO","TORNADO",1,0,0,0,39.9,92.4833333333333,3954,9229,1998,12.5,12.5833333333333,10000,0
"55",1998-06-14,1998-06-14,"ADAIR","MO","TORNADO",0,0,0,0,40.2333333333333,92.6166666666667,4018,9235,1998,12.6666666666667,12.8333333333333,0,0
"56",1998-06-14,1998-06-14,"AUDRAIN","MO","TORNADO",0,0,0,0,39.15,91.75,3911,9139,1998,12.9166666666667,1.05,0,0
"57",1998-06-14,1998-06-14,"PIKE","MO","TORNADO",0,0,0,0,39.35,91.35,3921,9121,1998,2,2.01666666666667,0,0
"58",1998-06-14,1998-06-14,"SCOTLAND","MO","TORNADO",0,0,0,0,40.3333333333333,92.05,4020,9203,1998,2.33333333333333,2.33333333333333,0,0
"59",1998-06-14,1998-06-14,"CLARK","MO","TORNADO",0,0,0,0,40.3833333333333,91.9,4023,9154,1998,2.5,2.5,0,0
"60",1998-06-14,1998-06-14,"LEWIS","MO","TORNADO",1,0,0,0,40.0833333333333,91.8,4010,9139,1998,2.58333333333333,2.91666666666667,0,0
"61",1998-06-14,1998-06-14,"CLARK","MO","TORNADO",0,0,0,0,40.45,91.8666666666667,4027,9152,1998,2.66666666666667,2.66666666666667,0,0
"62",1998-06-14,1998-06-14,"CLARK","MO","TORNADO",0,0,0,0,40.3333333333333,91.7666666666667,4021,9145,1998,2.83333333333333,2.86666666666667,0,0
"63",1998-06-14,1998-06-14,"CLARK","MO","TORNADO",0,0,0,0,40.25,91.65,4016,9138,1998,3,3.01666666666667,0,0
"64",1998-07-30,1998-07-30,"PEMISCOT","MO","TORNADO",0,0,0,0,36.1833333333333,89.65,3611,8939,1998,2.25,2.33333333333333,0,0
"65",1998-11-10,1998-11-10,"BOONE","MO","TORNADO",3,0,0,16,38.95,92.3333333333333,3857,9220,1998,1.96666666666667,2.05,6e+06,0
"66",1999-01-21,1999-01-21,"SCOTT","MO","TORNADO",0,0,0,0,36.8833333333333,89.6,3653,8935,1999,4.83333333333333,4.88333333333333,0,0
"67",1999-01-21,1999-01-21,"BUTLER","MO","TORNADO",0,0,0,0,36.5166666666667,90.2666666666667,3631,9016,1999,5.53333333333333,5.55,0,0
"68",1999-01-21,1999-01-21,"NEW MADRID","MO","TORNADO",0,0,0,0,36.85,89.6833333333333,3651,8941,1999,5.83333333333333,5.85,0,0
"69",1999-01-21,1999-01-21,"STODDARD","MO","TORNADO",0,0,0,0,36.8166666666667,89.7833333333333,3649,8946,1999,6,6.01666666666667,0,0
"70",1999-01-21,1999-01-21,"DUNKLIN","MO","TORNADO",0,0,0,0,36.0833333333333,90.3333333333333,3605,9020,1999,6.08333333333333,6.16666666666667,50,0
"71",1999-01-21,1999-01-21,"SCOTT","MO","TORNADO",1,0,0,0,37.0833333333333,89.5666666666667,3706,8933,1999,6.25,6.3,50000,0
"72",1999-01-21,1999-01-21,"DUNKLIN","MO","TORNADO",0,0,0,0,36.25,90.0833333333333,3615,9005,1999,9.25,9.33333333333333,50,0
"73",1999-01-21,1999-01-21,"NEW MADRID","MO","TORNADO",1,0,0,0,36.8666666666667,89.6666666666667,3652,8939,1999,10.1166666666667,10.15,10000,0
"74",1999-01-21,1999-01-21,"SCOTT","MO","TORNADO",1,0,0,0,36.8666666666667,89.6,3653,8936,1999,10.15,10.1666666666667,0,0
"75",1999-01-21,1999-01-21,"PEMISCOT","MO","TORNADO",0,0,0,0,36.1,89.8333333333333,3606,8950,1999,10.1666666666667,10.25,50,0
"76",1999-01-21,1999-01-21,"STODDARD","MO","TORNADO",1,0,0,0,36.8333333333333,90,3651,9001,1999,10.6666666666667,10.7166666666667,50000,0
"77",1999-01-21,1999-01-21,"SCOTT","MO","TORNADO",0,0,0,0,37.1,89.7833333333333,3706,8947,1999,11,11.0166666666667,0,0
"78",1999-01-21,1999-01-21,"SCOTT","MO","TORNADO",1,0,0,0,37.05,89.6666666666667,3703,8940,1999,11.0833333333333,11.1333333333333,150000,0
"79",1999-02-11,1999-02-11,"LINCOLN","MO","TORNADO",1,0,0,0,39.15,90.9833333333333,3914,9053,1999,1.88333333333333,1.96666666666667,1e+05,0
"80",1999-02-11,1999-02-11,"PIKE","MO","TORNADO",2,0,0,0,39.2333333333333,90.8666666666667,3918,9047,1999,1.98333333333333,2.06666666666667,2e+05,0
"81",1999-04-03,1999-04-03,"OREGON","MO","TORNADO",0,0,0,0,36.5,91.5166666666667,3633,9123,1999,4.93333333333333,5.08333333333333,50000,0
"82",1999-04-05,1999-04-05,"RIPLEY","MO","TORNADO",1,0,0,0,36.5833333333333,90.6,3635,9036,1999,6.63333333333333,6.68333333333333,30000,0
"83",1999-04-08,1999-04-08,"ANDREW","MO","TORNADO",1,0,0,2,40.0666666666667,95.0166666666667,4007,9452,1999,1.5,1.66666666666667,5e+05,250000
"84",1999-04-08,1999-04-08,"NODAWAY","MO","TORNADO",1,0,0,0,40.15,94.9333333333333,4012,9452,1999,1.66666666666667,1.75,250000,1e+05
"85",1999-04-08,1999-04-08,"LIVINGSTON","MO","TORNADO",1,0,0,0,39.8,93.4166666666667,3953,9323,1999,3.33333333333333,3.46666666666667,250000,150000
"86",1999-04-08,1999-04-08,"CARROLL","MO","TORNADO",2,0,0,0,39.4666666666667,93.4,3931,9317,1999,3.33333333333333,3.45,3e+05,1e+05
"87",1999-04-08,1999-04-08,"CHARITON","MO","TORNADO",2,0,0,0,39.5,93.3,3943,9252,1999,3.45,4.05,6e+05,1e+05
"88",1999-04-08,1999-04-08,"MACON","MO","TORNADO",2,0,0,2,39.7,92.8666666666667,3954,9231,1999,4.05,4.33333333333333,1e+06,4e+05
"89",1999-04-08,1999-04-08,"MACON","MO","TORNADO",2,0,0,0,39.8833333333333,92.4666666666667,4000,9221,1999,4.41666666666667,4.58333333333333,5e+05,250000
"90",1999-04-08,1999-04-08,"COOPER","MO","TORNADO",1,0,0,0,38.9166666666667,92.7333333333333,3856,9241,1999,4.5,4.58333333333333,750000,50000
"91",1999-04-08,1999-04-08,"KNOX","MO","TORNADO",2,0,0,0,39.9333333333333,92.3,4000,9213,1999,4.58333333333333,4.66666666666667,5e+05,0
"92",1999-04-08,1999-04-08,"BOONE","MO","TORNADO",2,0,0,5,39.0166666666667,92.45,3902,9223,1999,4.91666666666667,5,0,0
"93",1999-04-08,1999-04-08,"BOONE","MO","TORNADO",2,0,0,0,39.05,92.35,3907,9210,1999,5.08333333333333,5.28333333333333,0,0
"94",1999-04-08,1999-04-08,"LEWIS","MO","TORNADO",2,0,0,2,40.1,91.9166666666667,4014,9143,1999,5.08333333333333,5.43333333333333,2100000,0
"95",1999-04-08,1999-04-08,"AUDRAIN","MO","TORNADO",1,0,0,0,39.1833333333333,91.9333333333333,3915,9144,1999,5.5,5.71666666666667,0,0
"96",1999-04-08,1999-04-08,"COLE","MO","TORNADO",1,0,0,0,38.35,92.4,3827,9211,1999,5.5,5.75,0,0
"97",1999-04-08,1999-04-08,"OSAGE","MO","TORNADO",1,0,0,0,38.4833333333333,91.8833333333333,3832,9142,1999,6,6.33333333333333,1e+06,0
"98",1999-04-08,1999-04-08,"WEBSTER","MO","TORNADO",0,0,0,0,37.25,92.7833333333333,3715,9247,1999,6.25,6.25,20000,0
"99",1999-04-08,1999-04-08,"PIKE","MO","TORNADO",0,0,0,0,39.45,91.05,3927,9103,1999,6.56666666666667,6.58333333333333,0,0
"100",1999-05-04,1999-05-04,"ST. CLAIR","MO","TORNADO",3,0,0,1,37.9833333333333,93.9333333333333,3801,9356,1999,12.8166666666667,12.8166666666667,50000,0
"101",1999-05-04,1999-05-04,"BENTON","MO","TORNADO",0,0,0,0,38.45,93.2,3827,9312,1999,1.75,1.75,5000,0
"102",1999-06-01,1999-06-01,"MARIES","MO","TORNADO",1,0,0,0,38.0333333333333,92.0833333333333,3802,9205,1999,4.41666666666667,4.41666666666667,75000,0
"103",1999-06-01,1999-06-01,"PHELPS","MO","TORNADO",3,0,0,0,38,91.6833333333333,3800,9134,1999,5.33333333333333,5.5,3500000,0
"104",1999-06-01,1999-06-01,"PHELPS","MO","TORNADO",1,0,0,0,37.75,91.9333333333333,3745,9151,1999,5.91666666666667,6,1e+05,0
"105",1999-06-01,1999-06-01,"CRAWFORD","MO","TORNADO",0,0,0,0,38,91.3666666666667,3800,9122,1999,6.08333333333333,6.08333333333333,1000,0
"106",1999-06-01,1999-06-01,"PHELPS","MO","TORNADO",2,0,0,0,37.7333333333333,91.8166666666667,3745,9148,1999,6.16666666666667,6.25,175000,0
"107",1999-06-01,1999-06-01,"DENT","MO","TORNADO",2,0,0,0,37.7333333333333,91.8,3745,9147,1999,6.25,6.33333333333333,60000,0
"108",1999-06-01,1999-06-01,"DENT","MO","TORNADO",0,0,0,0,37.75,91.7666666666667,3745,9146,1999,6.36666666666667,6.36666666666667,0,0
"109",1999-06-01,1999-06-01,"WRIGHT","MO","TORNADO",0,0,0,0,37.35,92.5166666666667,3721,9231,1999,6.58333333333333,6.58333333333333,0,0
"110",1999-06-03,1999-06-03,"DUNKLIN","MO","TORNADO",0,0,0,0,36.05,90.2333333333333,3611,9007,1999,5.75,6,10000,0
"111",1999-06-04,1999-06-04,"LEWIS","MO","TORNADO",0,0,0,0,40.1333333333333,91.6,4009,9135,1999,3.75,3.76666666666667,0,0
"112",1999-06-28,1999-06-28,"JASPER","MO","TORNADO",1,0,0,0,37.0833333333333,94.5166666666667,3705,9431,1999,9.33333333333333,9.33333333333333,220000,0
"113",2000-05-23,2000-05-23,"BOLLINGER","MO","TORNADO",0,0,0,0,37.3,89.85,3718,8951,2000,6.8,6.81666666666667,0,0
"114",2000-05-23,2000-05-23,"SCOTT","MO","TORNADO",0,0,0,0,37.0333333333333,89.5333333333333,3702,8932,2000,8.06666666666667,8.06666666666667,0,0
"115",2000-02-25,2000-02-25,"POLK","MO","TORNADO",0,0,0,0,37.7333333333333,93.3333333333333,3745,9319,2000,2,2.08333333333333,60000,0
"116",2000-02-25,2000-02-25,"HICKORY","MO","TORNADO",1,0,0,0,37.9,93.2,3758,9311,2000,2.33333333333333,2.41666666666667,5e+05,0
"117",2000-02-25,2000-02-25,"BOONE","MO","TORNADO",0,0,0,0,38.75,92.2833333333333,3845,9217,2000,3.58333333333333,3.6,0,0
"118",2000-02-25,2000-02-25,"CALLAWAY","MO","TORNADO",0,0,0,0,38.8666666666667,92.1666666666667,3857,9205,2000,3.75,3.88333333333333,0,0
"119",2000-02-25,2000-02-25,"CALLAWAY","MO","TORNADO",1,0,0,0,39.0166666666667,92.0333333333333,3904,9200,2000,4,4.05,0,0
"120",2000-02-29,2000-02-29,"CALLAWAY","MO","TORNADO",0,0,0,0,39,92.0333333333333,3902,9200,2000,6.28333333333333,6.31666666666667,0,0
"121",2000-02-29,2000-02-29,"CALLAWAY","MO","TORNADO",0,0,0,0,39,91.9833333333333,3901,9157,2000,6.28333333333333,6.31666666666667,0,0
"122",2000-02-29,2000-02-29,"PIKE","MO","TORNADO",0,0,0,0,39.35,91.45,3923,9124,2000,7.83333333333333,7.83333333333333,0,0
"123",2000-03-26,2000-03-26,"BOONE","MO","TORNADO",1,0,0,0,39.2,92.1666666666667,3912,9210,2000,6.25,6.25,50000,0
"124",2000-04-16,2000-04-16,"FRANKLIN","MO","TORNADO",0,0,0,0,38.4333333333333,90.7833333333333,3826,9047,2000,2.65,2.7,0,0
"125",2000-04-20,2000-04-20,"CALLAWAY","MO","TORNADO",1,0,0,0,38.8666666666667,91.7,3853,9141,2000,3.16666666666667,3.2,50000,0
"126",2000-05-11,2000-05-11,"CLAY","MO","TORNADO",1,0,0,0,39.1833333333333,94.5833333333333,3911,9432,2000,10.4166666666667,10.5333333333333,5e+06,0
"127",2000-05-18,2000-05-18,"IRON","MO","TORNADO",0,0,0,0,37.3333333333333,90.7,3720,9042,2000,7,7,3000,0
"128",2000-05-21,2000-05-21,"LAFAYETTE","MO","TORNADO",1,0,0,0,39.1166666666667,93.7833333333333,3906,9347,2000,5.08333333333333,5.11666666666667,75000,0
"129",2000-05-26,2000-05-26,"BOLLINGER","MO","TORNADO",1,0,0,0,37.0833333333333,90.0166666666667,3705,9000,2000,2.06666666666667,2.11666666666667,75000,0
"130",2000-05-26,2000-05-26,"NEW MADRID","MO","TORNADO",0,0,0,0,36.4333333333333,89.7833333333333,3626,8947,2000,2.33333333333333,2.36666666666667,20000,0
"131",2000-05-26,2000-05-26,"NODAWAY","MO","TORNADO",1,0,0,0,40.3333333333333,94.8666666666667,4021,9452,2000,4.93333333333333,4.98333333333333,50000,0
"132",2000-05-26,2000-05-26,"CARROLL","MO","TORNADO",1,0,0,0,39.25,93.6833333333333,3916,9338,2000,7.5,7.58333333333333,5000,0
"133",2000-05-26,2000-05-26,"JOHNSON","MO","TORNADO",1,0,0,0,38.6166666666667,94,3837,9357,2000,8.53333333333333,8.56666666666667,5000,0
"134",2000-06-20,2000-06-20,"LAFAYETTE","MO","TORNADO",0,0,0,0,39.1666666666667,93.8666666666667,3910,9351,2000,3.36666666666667,3.41666666666667,10000,0
"135",2000-06-20,2000-06-20,"CARROLL","MO","TORNADO",0,0,0,0,39.2833333333333,93.5,3917,9330,2000,3.66666666666667,3.7,0,0
"136",2000-06-20,2000-06-20,"RALLS","MO","TORNADO",0,0,0,0,39.6666666666667,91.6166666666667,3940,9136,2000,6.08333333333333,6.08333333333333,10000,0
"137",2000-06-26,2000-06-26,"CAPE GIRARDEAU","MO","TORNADO",0,0,0,0,37.2333333333333,89.6666666666667,3714,8939,2000,12.6,12.6833333333333,0,0
"138",2000-07-18,2000-07-18,"MONTGOMERY","MO","TORNADO",1,0,0,0,39,91.4,3859,9124,2000,4.91666666666667,5.05,75000,0
"139",2000-07-18,2000-07-18,"LINCOLN","MO","TORNADO",0,0,0,0,38.9833333333333,90.9833333333333,3859,9059,2000,5.96666666666667,5.98333333333333,0,0
"140",2000-07-18,2000-07-18,"LINCOLN","MO","TORNADO",0,0,0,0,38.95,90.9166666666667,3857,9055,2000,6.58333333333333,6.6,0,0
"141",2001-04-08,2001-04-08,"NODAWAY","MO","TORNADO",0,0,0,0,40.4666666666667,94.6666666666667,4031,9441,2001,7.95,8.01666666666667,0,0
"142",2001-04-15,2001-04-15,"STONE","MO","TORNADO",1,0,0,0,36.6166666666667,93.4333333333333,3637,9326,2001,1.25,1.26666666666667,1e+06,0
"143",2001-02-24,2001-02-24,"WEBSTER","MO","TORNADO",1,0,0,0,37.1,92.7166666666667,3709,9240,2001,3.4,3.5,155000,0
"144",2001-02-24,2001-02-24,"WRIGHT","MO","TORNADO",0,0,0,0,37.1166666666667,92.7,3708,9241,2001,3.5,3.56666666666667,0,0
"145",2001-04-10,2001-04-10,"JOHNSON","MO","TORNADO",1,0,0,0,38.7666666666667,93.8166666666667,3847,9341,2001,4.33333333333333,4.5,2e+06,0
"146",2001-04-10,2001-04-10,"PETTIS","MO","TORNADO",1,0,0,0,38.7833333333333,93.45,3848,9318,2001,4.75,4.93333333333333,50000,0
"147",2001-04-10,2001-04-10,"COOPER","MO","TORNADO",1,0,0,0,38.8666666666667,92.9166666666667,3852,9249,2001,5.18333333333333,5.26666666666667,25000,0
"148",2001-04-10,2001-04-10,"MONITEAU","MO","TORNADO",0,0,0,0,38.6833333333333,92.5666666666667,3841,9234,2001,5.78333333333333,5.8,0,0
"149",2001-04-10,2001-04-10,"CALLAWAY","MO","TORNADO",1,0,1,2,38.85,91.95,3851,9156,2001,6.33333333333333,6.41666666666667,75000,0
"150",2001-04-10,2001-04-10,"WARREN","MO","TORNADO",0,0,0,0,38.8333333333333,91.0333333333333,3850,9102,2001,7.33333333333333,7.33333333333333,20000,0
"151",2001-04-10,2001-04-10,"ST. CHARLES","MO","TORNADO",0,0,0,0,38.8166666666667,90.9333333333333,3849,9052,2001,7.5,7.5,0,0
"152",2001-04-10,2001-04-10,"ST. CHARLES","MO","TORNADO",1,0,0,0,38.8,90.7333333333333,3848,9044,2001,7.75,7.78333333333333,5e+06,0
"153",2001-04-11,2001-04-11,"CEDAR","MO","TORNADO",0,0,0,0,37.8666666666667,94.1333333333333,3752,9408,2001,9.45,9.45,0,0
"154",2001-04-11,2001-04-11,"GENTRY","MO","TORNADO",1,0,0,0,40.3833333333333,94.3666666666667,4024,9420,2001,10.5,10.5333333333333,0,0
"155",2001-04-11,2001-04-11,"WORTH","MO","TORNADO",2,0,0,0,40.4,94.3666666666667,4036,9418,2001,10.5333333333333,10.6666666666667,1e+05,0
"156",2001-04-15,2001-04-15,"NEWTON","MO","TORNADO",1,0,0,1,37.0166666666667,94.5166666666667,3659,9426,2001,12.1666666666667,12.4166666666667,2e+06,0
"157",2001-04-15,2001-04-15,"NEWTON","MO","TORNADO",1,0,0,0,36.7666666666667,94.4166666666667,3646,9417,2001,12.2833333333333,12.5,4e+06,0
"158",2001-05-04,2001-05-04,"ANDREW","MO","TORNADO",0,0,0,0,39.9166666666667,94.9333333333333,3955,9456,2001,5.26666666666667,5.26666666666667,0,0
"159",2001-05-04,2001-05-04,"ANDREW","MO","TORNADO",0,0,0,0,40.0833333333333,95.05,4006,9504,2001,5.8,5.83333333333333,0,0
"160",2001-05-04,2001-05-04,"NODAWAY","MO","TORNADO",0,0,0,0,40.1666666666667,95.0333333333333,4011,9503,2001,6.41666666666667,6.43333333333333,0,0
"161",2001-05-17,2001-05-17,"BOONE","MO","TORNADO",0,0,0,0,38.9833333333333,92.45,3859,9227,2001,3.5,3.51666666666667,0,0
"162",2001-05-18,2001-05-18,"REYNOLDS","MO","TORNADO",0,0,0,0,37.3166666666667,90.9833333333333,3719,9059,2001,4.33333333333333,4.33333333333333,0,0
"163",2001-05-20,2001-05-20,"NEWTON","MO","TORNADO",0,0,0,0,37,94.3333333333333,3702,9419,2001,7.5,7.56666666666667,10000,0
"164",2001-05-20,2001-05-20,"REYNOLDS","MO","TORNADO",0,0,0,0,37.1833333333333,90.9,3711,9054,2001,9.58333333333333,9.58333333333333,0,0
"165",2001-05-30,2001-05-30,"CASS","MO","TORNADO",0,0,0,0,38.7333333333333,94.2333333333333,3844,9414,2001,4.41666666666667,4.45,1000,0
"166",2001-05-30,2001-05-30,"RAY","MO","TORNADO",0,0,0,0,39.1833333333333,94.0166666666667,3911,9401,2001,6.28333333333333,6.33333333333333,0,0
"167",2001-05-30,2001-05-30,"PETTIS","MO","TORNADO",1,0,0,0,38.75,93.1,3845,9306,2001,6.63333333333333,6.73333333333333,0,0
"168",2001-06-26,2001-06-26,"GREENE","MO","TORNADO",0,0,0,0,37.2666666666667,93.3833333333333,3716,9323,2001,4.75,4.91666666666667,0,0
